Player,Team,Att,Yds,Y/A,TD,1stD,Long,Fumb,FumL,Date
Jaylen Warren,PIT,12,33,2.8,0,1,6,0,0,12/14
David Montgomery,DET,7,32,4.6,1,3,10,0,0,12/14
Tyler Shough,NO,8,32,4,0,2,13,0,0,12/14
Travis Etienne Jr.,JAX,12,32,2.7,0,3,8,0,0,12/14
Zach Charbonnet,SEA,8,31,3.9,0,4,8,0,0,12/14
Woody Marks,HOU,7,30,4.3,0,3,11,0,0,12/14
Jordan Mason,MIN,10,29,2.9,0,1,9,0,0,12/14
Jordan Love,GB,3,29,9.7,0,2,24,0,0,12/14
Chuba Hubbard,CAR,8,29,3.6,0,2,10,0,0,12/14
Devin Neal,NO,7,28,4,1,3,15,0,0,12/14
Lamar Jackson,BAL,2,26,13,0,2,14,1,0,12/14
Shedeur Sanders,CLE,2,24,12,0,1,15,0,0,12/14
Breece Hall,NYJ,12,23,1.9,0,1,13,0,0,12/14
Quinshon Judkins,CLE,12,21,1.8,0,0,4,0,0,12/14
Malik Davis,DAL,8,21,2.6,1,3,6,0,0,12/14
Isiah Pacheco,KC,11,21,1.9,0,1,7,0,0,12/14
Brian Robinson Jr.,SF,9,21,2.3,0,1,6,0,0,12/14
Rachaad White,TB,1,20,20,0,1,20,0,0,12/14
Tyler Allgeier,ATL,2,18,9,0,1,15,0,0,12/14
Kenneth Walker III,SEA,9,17,1.9,0,0,6,0,0,12/14
Hunter Luepke,DAL,3,16,5.3,0,1,8,0,0,12/14
Ameer Abdullah,IND,4,15,3.8,0,0,8,0,0,12/14
J.J. McCarthy,MIN,4,15,3.8,1,2,8,0,0,12/14
Patrick Mahomes,KC,2,15,7.5,1,1,12,0,0,12/14
Jonnu Smith,PIT,1,14,14,1,1,14,0,0,12/14
Caleb Williams,CHI,3,13,4.3,0,1,14,1,0,12/14
Ty Johnson,BUF,4,13,3.3,0,1,9,0,0,12/14
Devin Singletary,NYG,5,13,2.6,0,0,8,0,0,12/14
Kareem Hunt,KC,6,12,2,0,4,4,0,0,12/14
Evan Hull,NO,4,12,3,0,0,6,0,0,12/14
Corey Kiner,ARI,2,11,5.5,0,1,7,0,0,12/14
Audric Estime,NO,3,11,3.7,0,1,5,0,0,12/14
LeQuint Allen Jr.,JAX,4,11,2.8,0,0,6,0,0,12/14
Chris Brooks,GB,2,10,5,0,0,7,0,0,12/14
C.J. Stroud,HOU,6,10,1.7,0,2,6,1,0,12/14
Bo Nix,DEN,7,10,1.4,0,2,4,0,0,12/14
Tanner McKee,PHI,1,9,9,0,1,9,0,0,12/14
Marvin Mims Jr.,DEN,1,8,8,0,0,8,0,0,12/14
Puka Nacua,LAR,2,8,4,0,0,6,0,0,12/14
Sean Tucker,TB,4,7,1.8,1,1,6,0,0,12/14
Kenny Pickett,LV,2,7,3.5,0,1,8,0,0,12/14
Bhayshul Tuten,JAX,1,7,7,0,0,7,0,0,12/14
Jeremy McNichols,WAS,9,6,0.7,0,1,6,1,1,12/14
Brandon Aubrey,DAL,1,6,6,0,1,6,0,0,12/14
Jacoby Brissett,ARI,3,6,2,0,1,3,0,0,12/14
Sam Darnold,SEA,4,5,1.3,0,2,4,1,0,12/14
Andrew Beck,NYJ,1,5,5,0,1,5,0,0,12/14
Joe Burrow,CIN,2,5,2.5,0,0,3,0,0,12/14
DeMario Douglas,NE,1,5,5,0,0,5,0,0,12/14
Khalil Herbert,NYJ,2,5,2.5,0,0,3,0,0,12/14
Brian Thomas Jr.,JAX,1,5,5,0,0,5,0,0,12/14
Dyami Brown,JAX,1,4,4,0,0,4,1,1,12/14
Jaleel McLaughlin,DEN,2,4,2,0,0,2,0,0,12/14
Dylan Laube,LV,2,4,2,0,0,3,0,0,12/14
John Metchie III,NYJ,1,4,4,0,0,4,0,0,12/14
Connor Heyward,PIT,4,4,1,1,3,2,0,0,12/14
Kaleb Johnson,PIT,2,4,2,0,0,3,0,0,12/14
Emanuel Wilson,GB,2,3,1.5,0,0,2,0,0,12/14
Kalel Mullings,TEN,1,3,3,0,1,3,0,0,12/14
Trayveon Williams,CLE,1,3,3,0,1,3,0,0,12/14
Troy Franklin,DEN,1,3,3,0,0,3,0,0,12/14
Matthew Stafford,LAR,1,2,2,0,0,2,1,0,12/14
Dare Ogunbowale,HOU,5,2,0.4,0,0,4,0,0,12/14
Harold Fannin Jr.,CLE,1,2,2,0,0,2,0,0,12/14
Dak Prescott,DAL,1,2,2,0,0,2,0,0,12/14
KaVontae Turpin,DAL,1,2,2,0,0,2,0,0,12/14
Taysom Hill,NO,2,2,1,0,1,2,0,0,12/14
Cam Ward,TEN,1,2,2,0,1,2,0,0,12/14
Jaylen Wright,MIA,1,2,2,0,0,2,0,0,12/14
Baker Mayfield,TB,1,1,1,0,0,1,0,0,12/14
C.J. Ham,MIN,1,1,1,1,1,1,0,0,12/14
Brashard Smith,KC,2,1,0.5,0,0,2,0,0,12/14
Emari Demercado,ARI,1,1,1,0,0,1,0,0,12/14
Tua Tagovailoa,MIA,1,1,1,0,0,1,0,0,12/14
Philip Rivers,IND,1,0,0,0,0,0,1,0,12/14
Bo Melton,GB,1,0,0,0,0,0,0,0,12/14
Justin Herbert,LAC,2,0,0,0,0,1,0,0,12/14
Ollie Gordon II,MIA,2,0,0,0,0,4,0,0,12/14
Adam Prentice,DEN,1,-1,-1,0,0,-1,0,0,12/14
Nick Mullens,JAX,3,-2,-0.7,0,0,0,0,0,12/14
Colston Loveland,CHI,1,-2,-2,0,0,-2,0,0,12/14
Jalen Nailor,MIN,1,-2,-2,0,0,-2,0,0,12/14
Bam Knight,ARI,1,-2,-2,0,0,-2,0,0,12/14
Tyler Huntley,BAL,3,-3,-1,0,0,-1,0,0,12/14
Rashid Shaheed,SEA,1,-3,-3,0,0,-3,0,0,12/14
Mason Tipton,NO,1,-4,-4,0,0,-4,1,0,12/14
Adonai Mitchell,NYJ,1,-4,-4,0,0,-4,0,0,12/14
Chimere Dike,TEN,1,-7,-7,0,0,-7,0,0,12/14
Tony Pollard,TEN,25,161,6.4,2,4,65,0,0,12/7
Blake Corum,LAR,12,128,10.7,2,6,48,0,0,12/7
Saquon Barkley,PHI,20,122,6.1,1,5,52,0,0,12/7
Jaylen Wright,MIA,24,107,4.5,1,7,12,0,0,12/7
Derrick Henry,BAL,25,94,3.8,0,6,19,0,0,12/7
De'Von Achane,MIA,7,92,13.1,1,3,39,0,0,12/7
Bijan Robinson,ATL,20,86,4.3,0,3,11,1,1,12/7
Josh Jacobs,GB,20,86,4.3,1,7,21,0,0,12/7
Kyren Williams,LAR,13,84,6.5,1,7,18,0,0,12/7
James Cook III,BUF,18,80,4.4,0,2,18,2,1,12/7
Josh Allen,BUF,9,78,8.7,1,4,40,0,0,12/7
Aaron Jones Sr.,MIN,14,76,5.4,0,4,18,0,0,12/7
Keaton Mitchell,BAL,6,76,12.7,0,1,55,0,0,12/7
RJ Harvey,DEN,17,75,4.4,1,6,15,0,0,12/7
Jonathan Taylor,IND,21,74,3.5,1,3,14,1,1,12/7
Travis Etienne Jr.,JAX,20,74,3.7,2,3,28,0,0,12/7
Devin Neal,NO,19,70,3.7,1,3,21,0,0,12/7
Woody Marks,HOU,26,68,2.6,0,3,8,0,0,12/7
Javonte Williams,DAL,17,67,3.9,1,5,11,0,0,12/7
Justin Herbert,LAC,10,66,6.6,0,4,15,2,1,12/7
D'Andre Swift,CHI,13,63,4.8,0,4,8,0,0,12/7
David Montgomery,DET,6,60,10,1,4,35,0,0,12/7
Patrick Mahomes,KC,7,59,8.4,0,1,15,0,0,12/7
Kyle Monangai,CHI,14,57,4.1,0,1,9,0,0,12/7
Omarion Hampton,LAC,13,56,4.3,0,4,18,0,0,12/7
Tyler Shough,NO,7,55,7.9,2,3,34,0,0,12/7
Bucky Irving,TB,15,55,3.7,0,3,32,0,0,12/7
Rachaad White,TB,11,53,4.8,0,3,11,0,0,12/7
Jordan Mason,MIN,11,52,4.7,1,3,12,0,0,12/7
Chris Rodriguez Jr.,WAS,10,52,5.2,0,2,15,0,0,12/7
Zach Charbonnet,SEA,7,46,6.6,0,1,27,0,0,12/7
Kimani Vidal,LAC,14,44,3.1,0,1,8,0,0,12/7
Breece Hall,NYJ,14,43,3.1,0,1,11,0,0,12/7
Jahmyr Gibbs,DET,12,43,3.6,3,4,19,0,0,12/7
Lamar Jackson,BAL,7,43,6.1,1,3,9,0,0,12/7
Baker Mayfield,TB,6,42,7,0,3,16,0,0,12/7
Ronnie Rivers,LAR,8,41,5.1,0,2,9,0,0,12/7
Tyler Allgeier,ATL,11,34,3.1,0,3,9,0,0,12/7
Velus Jones Jr.,SEA,4,32,8,0,1,25,0,0,12/7
Jacory Croskey-Merritt,WAS,7,32,4.6,0,1,10,0,0,12/7
Samaje Perine,CIN,6,31,5.2,0,3,9,0,0,12/7
Kareem Hunt,KC,12,30,2.5,1,3,6,0,0,12/7
Isiah Pacheco,KC,9,30,3.3,0,2,6,0,0,12/7
Ashton Jeanty,LV,10,30,3,0,2,6,0,0,12/7
Kenneth Walker III,SEA,10,29,2.9,0,2,10,0,0,12/7
Shedeur Sanders,CLE,3,29,9.7,1,2,14,0,0,12/7
Sean Tucker,TB,7,29,4.1,1,2,13,0,0,12/7
Quinshon Judkins,CLE,14,26,1.9,0,2,14,0,0,12/7
Ty Johnson,BUF,2,25,12.5,0,1,23,0,0,12/7
Sam Darnold,SEA,3,23,7.7,0,2,12,0,0,12/7
Chase Brown,CIN,12,23,1.9,1,1,5,0,0,12/7
Adam Prentice,DEN,2,22,11,0,2,18,0,0,12/7
Isaiah Davis,NYJ,2,22,11,0,2,19,0,0,12/7
Jayden Reed,GB,2,22,11,0,1,15,0,0,12/7
Jaleel McLaughlin,DEN,4,22,5.5,0,1,11,0,0,12/7
Jacoby Brissett,ARI,4,22,5.5,0,1,11,0,0,12/7
Jaylen Waddle,MIA,1,21,21,0,1,21,0,0,12/7
Tyjae Spears,TEN,8,19,2.4,0,2,8,0,0,12/7
J.J. McCarthy,MIN,6,19,3.2,0,2,16,0,0,12/7
Ollie Gordon II,MIA,5,17,3.4,1,2,12,0,0,12/7
Jayden Daniels,WAS,4,16,4,0,1,5,0,0,12/7
Tyler Badie,DEN,4,16,4,0,1,7,0,0,12/7
Bam Knight,ARI,7,16,2.3,0,1,5,0,0,12/7
Trevor Lawrence,JAX,4,16,4,0,3,7,0,0,12/7
Zavier Scott,MIN,3,15,5,0,1,10,0,0,12/7
Caleb Williams,CHI,4,15,3.8,0,2,6,0,0,12/7
Bo Nix,DEN,3,15,5,1,1,8,0,0,12/7
Kenneth Gainwell,PIT,4,15,3.8,1,2,6,0,0,12/7
Dak Prescott,DAL,3,14,4.7,0,2,12,1,0,12/7
Michael Carter,ARI,3,13,4.3,0,0,9,0,0,12/7
Jaylen Warren,PIT,8,13,1.6,0,0,5,0,0,12/7
Audric Estime,NO,3,11,3.7,0,1,9,0,0,12/7
Emanuel Wilson,GB,3,10,3.3,0,0,5,0,0,12/7
Jakobi Meyers,JAX,3,9,3,0,1,4,0,0,12/7
Jalen Hurts,PHI,4,8,2,0,0,8,1,1,12/7
Ja'Marr Chase,CIN,1,8,8,0,0,8,0,0,12/7
Marcus Mariota,WAS,2,7,3.5,0,0,4,1,1,12/7
Jameson Williams,DET,1,7,7,0,0,7,0,0,12/7
Brashard Smith,KC,1,7,7,0,0,7,0,0,12/7
Malik Davis,DAL,3,6,2,0,0,3,0,0,12/7
Kenny Pickett,LV,1,6,6,0,1,6,0,0,12/7
Dare Ogunbowale,HOU,1,5,5,1,1,5,0,0,12/7
Bhayshul Tuten,JAX,2,5,2.5,0,1,6,2,1,12/7
C.J. Stroud,HOU,2,5,2.5,0,1,3,0,0,12/7
Riley Leonard,IND,2,5,2.5,1,1,6,0,0,12/7
Dylan Sampson,CLE,2,4,2,0,1,4,1,1,12/7
Ameer Abdullah,IND,1,4,4,0,0,4,0,0,12/7
KaVontae Turpin,DAL,1,4,4,0,0,4,0,0,12/7
Cam Ward,TEN,2,4,2,0,1,2,0,0,12/7
Geno Smith,LV,1,4,4,0,0,4,0,0,12/7
Darren Waller,MIA,1,4,4,0,1,4,0,0,12/7
Evan Hull,NO,1,4,4,0,0,4,0,0,12/7
Daniel Jones,IND,1,4,4,0,0,4,0,0,12/7
Kaleb Johnson,PIT,2,4,2,0,0,5,0,0,12/7
Tank Bigsby,PHI,1,4,4,0,0,4,0,0,12/7
Luther Burden III,CHI,1,3,3,0,0,3,0,0,12/7
Nick Chubb,HOU,1,3,3,0,0,3,0,0,12/7
Tre' Harris,LAC,1,3,3,0,0,3,0,0,12/7
Rasheen Ali,BAL,1,2,2,0,0,2,0,0,12/7
Malachi Corley,CLE,1,2,2,0,0,2,0,0,12/7
Marvin Mims Jr.,DEN,1,2,2,0,0,2,0,0,12/7
Tyler Warren,IND,1,2,2,0,1,2,0,0,12/7
Connor Heyward,PIT,1,2,2,0,1,2,0,0,12/7
Zay Flowers,BAL,1,2,2,0,0,2,0,0,12/7
Malik Cunningham,DET,1,1,1,0,0,1,0,0,12/7
Jaylin Noel,HOU,1,1,1,0,0,1,0,0,12/7
Drew Lock,SEA,1,0,0,0,0,0,1,0,12/7
Tua Tagovailoa,MIA,1,0,0,0,0,0,1,0,12/7
Brady Cook,NYJ,1,0,0,0,0,0,2,0,12/7
Aaron Rodgers,PIT,2,0,0,1,1,1,0,0,12/7
Jaxon Smith-Njigba,SEA,1,-1,-1,0,0,-1,1,0,12/7
Taysom Hill,NO,2,-1,-0.5,0,0,2,1,0,12/7
Jordan Love,GB,1,-1,-1,0,0,-1,0,0,12/7
Nick Mullens,JAX,3,-1,-0.3,0,0,0,0,0,12/7
Jared Goff,DET,2,-2,-1,0,0,-1,0,0,12/7
Zach Wilson,MIA,2,-2,-1,0,0,-1,0,0,12/7
Jimmy Garoppolo,LAR,3,-4,-1.3,0,0,-1,0,0,12/7
James Cook III,BUF,32,144,4.5,0,6,31,2,1,11/30
Bijan Robinson,ATL,23,142,6.2,1,9,26,0,0,11/30
De'Von Achane,MIA,22,134,6.1,1,6,29,0,0,11/30
Kyle Monangai,CHI,22,130,5.9,1,6,31,0,0,11/30
Kimani Vidal,LAC,25,126,5,1,5,59,0,0,11/30
D'Andre Swift,CHI,18,125,6.9,1,6,23,0,0,11/30
Quinshon Judkins,CLE,23,91,4,0,6,17,0,0,11/30
Jonathan Taylor,IND,21,85,4,0,5,12,0,0,11/30
Josh Jacobs,GB,17,83,4.9,0,2,29,0,0,11/30
Chuba Hubbard,CAR,17,83,4.9,0,6,10,0,0,11/30
Blake Corum,LAR,7,81,11.6,1,5,34,0,0,11/30
Chase Brown,CIN,15,78,5.2,0,4,18,0,0,11/30
Kyren Williams,LAR,13,72,5.5,1,4,12,0,0,11/30
Jahmyr Gibbs,DET,20,68,3.4,0,3,18,0,0,11/30
Breece Hall,NYJ,19,68,3.6,1,3,9,0,0,11/30
Devin Singletary,NYG,12,68,5.7,1,4,22,0,0,11/30
TreVeyon Henderson,NE,11,67,6.1,0,3,26,0,0,11/30
Woody Marks,HOU,19,64,3.4,0,3,16,1,0,11/30
Bam Knight,ARI,11,62,5.6,0,4,16,1,1,11/30
Ray Davis,BUF,9,62,6.9,0,4,15,0,0,11/30
Bucky Irving,TB,17,61,3.6,1,3,13,0,0,11/30
Tony Pollard,TEN,10,60,6,0,4,15,1,1,11/30
Derrick Henry,BAL,10,60,6,1,3,28,0,0,11/30
Javonte Williams,DAL,17,59,3.5,0,1,11,0,0,11/30
Kareem Hunt,KC,14,58,4.1,0,3,14,0,0,11/30
Rico Dowdle,CAR,18,58,3.2,0,2,17,0,0,11/30
Saquon Barkley,PHI,13,56,4.3,0,1,15,0,0,11/30
Kenneth Walker III,SEA,13,56,4.3,0,3,24,0,0,11/30
Marcus Mariota,WAS,10,55,5.5,0,5,19,1,0,11/30
Jaret Patterson,LAC,11,54,4.9,1,3,22,0,0,11/30
Christian McCaffrey,SF,20,53,2.7,1,4,7,0,0,11/30
Zach Charbonnet,SEA,14,52,3.7,1,4,17,0,0,11/30
Malik Davis,DAL,3,47,15.7,1,1,43,0,0,11/30
Jordan Mason,MIN,6,47,7.8,0,2,24,1,0,11/30
Devin Neal,NO,14,47,3.4,0,3,8,0,0,11/30
Tyrod Taylor,NYJ,8,44,5.5,1,4,14,0,0,11/30
Chris Rodriguez Jr.,WAS,11,41,3.7,1,2,11,0,0,11/30
Rhamondre Stevenson,NE,12,40,3.3,0,1,9,0,0,11/30
Samaje Perine,CIN,14,39,2.8,0,2,12,1,1,11/30
Josh Allen,BUF,8,38,4.8,1,4,11,0,0,11/30
Tyrone Tracy Jr.,NYG,10,36,3.6,0,3,9,0,0,11/30
Jaylen Warren,PIT,10,35,3.5,1,4,12,0,0,11/30
RJ Harvey,DEN,13,35,2.7,2,3,11,0,0,11/30
Nick Chubb,HOU,9,34,3.8,1,1,13,0,0,11/30
KaVontae Turpin,DAL,3,33,11,0,1,25,0,0,11/30
David Montgomery,DET,8,32,4,1,3,14,1,0,11/30
Jalen Hurts,PHI,4,31,7.8,0,1,23,1,1,11/30
Ashton Jeanty,LV,15,31,2.1,0,1,9,0,0,11/30
Patrick Mahomes,KC,3,30,10,0,3,16,0,0,11/30
Jeremy McNichols,WAS,6,30,5,0,2,16,0,0,11/30
Travis Etienne Jr.,JAX,12,28,2.3,0,1,6,0,0,11/30
Lamar Jackson,BAL,6,27,4.5,0,3,11,2,2,11/30
Baker Mayfield,TB,6,27,4.5,0,1,21,1,0,11/30
Brian Robinson Jr.,SF,8,26,3.3,0,1,9,0,0,11/30
Trevor Lawrence,JAX,3,25,8.3,0,1,14,0,0,11/30
Jared Goff,DET,1,24,24,0,1,24,0,0,11/30
Jaleel McLaughlin,DEN,6,24,4,0,1,14,0,0,11/30
Dylan Sampson,CLE,4,23,5.8,0,1,9,0,0,11/30
Bryce Young,CAR,5,23,4.6,0,1,24,0,0,11/30
Tyler Allgeier,ATL,8,20,2.5,1,2,12,0,0,11/30
Kenneth Gainwell,PIT,5,20,4,0,1,11,0,0,11/30
Jacory Croskey-Merritt,WAS,4,20,5,0,1,12,0,0,11/30
Jaxson Dart,NYG,4,20,5,0,2,12,0,0,11/30
Keaton Mitchell,BAL,2,19,9.5,1,1,18,0,0,11/30
Tyler Shough,NO,6,18,3,0,1,8,1,1,11/30
Rasheen Ali,BAL,4,17,4.3,0,1,9,0,0,11/30
Bhayshul Tuten,JAX,8,17,2.1,1,1,7,0,0,11/30
Zavier Scott,MIN,3,17,5.7,0,1,9,0,0,11/30
Michael Carter,ARI,5,17,3.4,0,1,8,0,0,11/30
Bo Nix,DEN,2,16,8,0,1,11,1,0,11/30
Isiah Pacheco,KC,3,16,5.3,0,0,9,0,0,11/30
Jaylen Wright,MIA,3,16,5.3,0,2,8,0,0,11/30
Jacoby Brissett,ARI,3,16,5.3,0,1,8,0,0,11/30
Bo Melton,GB,2,15,7.5,0,1,14,0,0,11/30
Evan Hull,NO,5,15,3,0,2,5,0,0,11/30
Emanuel Wilson,GB,4,14,3.5,0,2,5,0,0,11/30
Caleb Williams,CHI,5,13,2.6,0,4,5,0,0,11/30
Xavier Worthy,KC,2,13,6.5,0,1,17,0,0,11/30
Drake Maye,NE,6,12,2,0,3,8,0,0,11/30
DJ Moore,CHI,1,10,10,0,1,10,0,0,11/30
Ollie Gordon II,MIA,3,10,3.3,0,0,9,0,0,11/30
Malachi Corley,CLE,1,9,9,0,0,9,0,0,11/30
Isaiah Bond,CLE,1,9,9,0,1,9,0,0,11/30
Rashid Shaheed,SEA,1,9,9,0,0,9,0,0,11/30
Marvin Mims Jr.,DEN,1,9,9,0,0,9,0,0,11/30
Joe Burrow,CIN,3,8,2.7,0,2,3,0,0,11/30
Justin Herbert,LAC,3,8,2.7,0,0,4,0,0,11/30
Cam Ward,TEN,1,7,7,0,1,7,1,0,11/30
Rachaad White,TB,2,7,3.5,0,0,5,0,0,11/30
Nico Collins,HOU,1,7,7,1,1,7,0,0,11/30
Dontayvion Wicks,GB,1,6,6,0,0,6,0,0,11/30
Shedeur Sanders,CLE,1,6,6,0,0,6,0,0,11/30
Demarcus Robinson,SF,1,6,6,0,0,6,0,0,11/30
Raheem Mostert,LV,1,6,6,0,0,6,0,0,11/30
Myles Gaskin,SEA,3,6,2,0,0,3,0,0,11/30
Deven Thompkins,ATL,1,5,5,0,0,5,0,0,11/30
Ty Johnson,BUF,2,5,2.5,0,2,3,0,0,11/30
Jordan Love,GB,5,4,0.8,0,0,5,1,0,11/30
Tua Tagovailoa,MIA,4,4,1,0,0,3,1,0,11/30
Brock Purdy,SF,2,4,2,1,1,2,0,0,11/30
