Player,Team,Rec,Tgt,Yds,Y/R,Long,1stD,TD,Fumb,FumL,Date
Tyler Lockett,LV,1,1,11,11,11,1,0,0,0,11/30
Dont'e Thornton Jr.,LV,1,2,11,11,11,1,0,0,0,11/30
Kimani Vidal,LAC,1,1,11,11,11,1,0,0,0,11/30
Payne Durham,TB,1,1,11,11,11,1,0,0,0,11/30
Allen Lazard,NYJ,1,1,10,10,10,1,0,0,0,11/30
Jackson Hawes,BUF,1,1,10,10,10,1,0,0,0,11/30
Chris Brooks,GB,2,2,9,4.5,5,0,0,0,0,11/30
John Bates,WAS,2,2,9,4.5,7,0,0,0,0,11/30
Keon Coleman,BUF,2,3,9,4.5,8,1,1,0,0,11/30
Jaylen Warren,PIT,2,4,9,4.5,7,0,0,0,0,11/30
Cade Otton,TB,2,2,9,4.5,5,0,0,0,0,11/30
Chimere Dike,TEN,1,4,8,8,8,0,0,1,1,11/30
Drew Ogletree,IND,1,1,8,8,8,0,0,0,0,11/30
Josh Jacobs,GB,1,1,8,8,8,0,0,0,0,11/30
Rome Odunze,CHI,2,6,8,4,5,1,0,0,0,11/30
Breece Hall,NYJ,2,2,8,4,13,1,0,0,0,11/30
Ian Thomas,LV,1,1,8,8,8,0,0,0,0,11/30
Marvin Mims Jr.,DEN,2,2,8,4,6,1,0,0,0,11/30
Rashid Shaheed,SEA,1,3,7,7,7,0,0,0,0,11/30
Zay Flowers,BAL,2,7,6,3,5,0,0,1,1,11/30
Jonnu Smith,PIT,1,2,6,6,6,0,0,0,0,11/30
Jaleel McLaughlin,DEN,1,1,6,6,6,0,0,0,0,11/30
Gabe Davis,BUF,1,2,5,5,5,0,0,0,0,11/30
Elic Ayomanor,TEN,1,5,5,5,5,0,0,0,0,11/30
Taysom Hill,NO,1,1,5,5,5,0,0,0,0,11/30
Khalil Shakir,BUF,1,4,5,5,5,0,0,0,0,11/30
Sterling Shepard,TB,1,2,5,5,5,1,0,0,0,11/30
Tez Johnson,TB,1,2,5,5,5,0,0,0,0,11/30
Treylon Burks,WAS,1,4,5,5,5,1,1,0,0,11/30
Justin Jefferson,MIN,2,6,4,2,8,0,0,0,0,11/30
Jared Wiley,KC,1,1,4,4,4,1,0,0,0,11/30
Jaxon Smith-Njigba,SEA,8,10,167,20.9,63,5,2,0,0,11/25
Wan'Dale Robinson,NYG,9,14,156,17.3,40,6,1,1,0,11/25
Amon-Ra St. Brown,DET,9,13,149,16.6,30,7,1,0,0,11/25
George Pickens,DAL,9,9,146,16.2,43,7,1,0,0,11/25
Rashee Rice,KC,8,12,141,17.6,47,6,0,0,0,11/25
Michael Wilson,ARI,10,15,118,11.8,31,4,0,0,0,11/25
Hunter Henry,NE,7,10,115,16.4,28,5,1,0,0,11/25
Khalil Shakir,BUF,8,10,110,13.8,44,2,0,1,1,11/25
A.J. Brown,PHI,8,10,110,13.8,22,6,1,0,0,11/25
Puka Nacua,LAR,7,11,97,13.9,31,5,0,0,0,11/25
Brenton Strange,JAX,5,5,93,18.6,30,4,0,0,0,11/25
DeVonta Smith,PHI,6,11,89,14.8,41,4,0,0,0,11/25
Trey McBride,ARI,9,10,79,8.8,14,6,0,0,0,11/25
George Kittle,SF,6,10,78,13,25,4,0,0,0,11/25
Theo Johnson,NYG,3,5,77,25.7,39,3,0,0,0,11/25
Breece Hall,NYJ,4,4,75,18.8,40,2,0,1,1,11/25
CeeDee Lamb,DAL,4,11,75,18.8,48,2,0,0,0,11/25
Darnell Mooney,ATL,3,3,74,24.7,49,3,1,0,0,11/25
Parker Washington,JAX,5,7,71,14.2,25,4,1,0,0,11/25
Chris Olave,NO,9,13,70,7.8,16,4,0,0,0,11/25
Tyrone Tracy Jr.,NYG,3,4,68,22.7,42,3,0,0,0,11/25
John Metchie III,NYJ,6,7,65,10.8,19,4,1,0,0,11/25
DJ Moore,CHI,5,7,64,12.8,25,3,2,0,0,11/25
Tyler Lockett,LV,4,5,62,15.5,33,3,0,0,0,11/25
Davante Adams,LAR,5,8,62,12.4,24,5,2,0,0,11/25
Andrei Iosivas,CIN,4,7,61,15.3,19,4,0,0,0,11/25
Jake Ferguson,DAL,5,6,60,12,19,4,0,1,0,11/25
Xavier Worthy,KC,4,8,59,14.8,31,2,0,0,0,11/25
Dylan Sampson,CLE,2,3,59,29.5,66,1,1,0,0,11/25
Isaiah Bond,CLE,2,2,58,29,52,1,0,0,0,11/25
Ashton Jeanty,LV,8,8,58,7.3,25,4,1,0,0,11/25
Zay Flowers,BAL,5,6,58,11.6,20,3,0,0,0,11/25
Nico Collins,HOU,3,3,55,18.3,24,2,0,0,0,11/25
Brock Bowers,LV,6,9,55,9.2,15,3,0,0,0,11/25
Christian Kirk,HOU,5,6,54,10.8,33,2,1,0,0,11/25
Greg Dortch,ARI,6,9,53,8.8,39,3,1,1,0,11/25
Christian McCaffrey,SF,7,7,53,7.6,19,4,0,1,0,11/25
Rome Odunze,CHI,3,9,53,17.7,22,3,0,0,0,11/25
Saquon Barkley,PHI,7,8,52,7.4,16,3,0,1,1,11/25
Gunnar Helm,TEN,6,7,51,8.5,15,2,0,0,0,11/25
Jakobi Meyers,JAX,4,6,50,12.5,17,3,1,0,0,11/25
Colston Loveland,CHI,4,5,49,12.3,17,2,1,0,0,11/25
Christian Watson,GB,5,7,49,9.8,12,3,0,0,0,11/25
KaVontae Turpin,DAL,1,2,48,48,48,1,0,1,1,11/25
Ashton Dulin,IND,1,1,48,48,48,1,0,0,0,11/25
Justin Jefferson,MIN,4,6,48,12,19,2,0,0,0,11/25
Luther Burden III,CHI,3,5,46,15.3,19,3,0,0,0,11/25
Juwan Johnson,NO,6,7,46,7.7,16,2,0,0,0,11/25
Ty Johnson,BUF,3,3,45,15,23,2,0,0,0,11/25
Jahmyr Gibbs,DET,11,12,45,4.1,13,3,1,0,0,11/25
Tyler Warren,IND,5,7,45,9,16,2,0,0,0,11/25
Chimere Dike,TEN,5,7,44,8.8,25,2,1,0,0,11/25
Travis Kelce,KC,4,6,43,10.8,17,2,0,0,0,11/25
Devin Neal,NO,5,7,43,8.6,18,2,0,0,0,11/25
Adonai Mitchell,NYJ,2,7,42,21,26,2,0,0,0,11/25
Isaiah Hodgins,NYG,2,6,42,21,30,2,1,0,0,11/25
James Proche II,TEN,3,3,42,14,23,2,0,0,0,11/25
Colby Parkinson,LAR,4,4,41,10.3,15,3,1,0,0,11/25
Jauan Jennings,SF,5,7,41,8.2,12,2,1,0,0,11/25
Chig Okonkwo,TEN,3,4,40,13.3,26,2,0,0,0,11/25
Harold Fannin Jr.,CLE,4,6,40,10,17,2,0,0,0,11/25
Jerry Jeudy,CLE,1,3,39,39,39,0,0,1,1,11/25
Austin Hooper,NE,3,4,39,13,21,2,0,0,0,11/25
Jayden Higgins,HOU,4,9,38,9.5,16,3,1,0,0,11/25
DeMario Douglas,NE,1,1,37,37,37,1,0,0,0,11/25
Kalif Raymond,DET,2,2,37,18.5,30,1,0,0,0,11/25
Bijan Robinson,ATL,2,2,37,18.5,32,1,0,0,0,11/25
Devaughn Vele,NO,3,7,37,12.3,14,2,0,0,0,11/25
Calvin Austin III,PIT,4,5,36,9,19,1,0,0,0,11/25
Ian Thomas,LV,4,4,36,9,14,1,0,0,0,11/25
Rico Dowdle,CAR,4,4,36,9,12,1,0,0,0,11/25
Tetairoa McMillan,CAR,2,7,35,17.5,29,1,1,0,0,11/25
Mike Gesicki,CIN,4,6,35,8.8,13,3,0,0,0,11/25
Jameis Winston,NYG,1,1,33,33,33,1,1,0,0,11/25
Dontayvion Wicks,GB,2,4,32,16,18,2,0,0,0,11/25
Emeka Egbuka,TB,3,8,32,10.7,32,1,0,0,0,11/25
Jalen Coker,CAR,3,4,32,10.7,18,2,0,0,0,11/25
Tee Higgins,CIN,5,6,31,6.2,16,1,0,0,0,11/25
Brashard Smith,KC,3,4,31,10.3,15,1,0,0,0,11/25
Kenneth Gainwell,PIT,6,6,30,5,13,1,0,0,0,11/25
Devontez Walker,BAL,1,1,30,30,30,1,0,0,0,11/25
Mack Hollins,NE,2,6,30,15,24,1,0,0,0,11/25
Kenneth Walker III,SEA,3,4,30,10,29,1,0,0,0,11/25
Michael Carter,ARI,3,3,30,10,18,1,0,0,0,11/25
Travis Etienne Jr.,JAX,3,4,30,10,15,1,1,0,0,11/25
Mitch Tinsley,CIN,2,6,29,14.5,17,2,1,0,0,11/25
Brock Wright,DET,3,4,29,9.7,20,2,0,0,0,11/25
Davis Allen,LAR,3,4,29,9.7,15,0,0,0,0,11/25
Tre Tucker,LV,3,10,28,9.3,19,1,0,0,0,11/25
Michael Pittman Jr.,IND,5,8,27,5.4,6,1,1,0,0,11/25
Chuba Hubbard,CAR,4,4,27,6.8,14,2,0,0,0,11/25
Kareem Hunt,KC,3,3,26,8.7,11,1,0,1,1,11/25
Jackson Hawes,BUF,2,2,26,13,18,2,0,0,0,11/25
Xavier Restrepo,TEN,2,6,26,13,14,2,0,0,0,11/25
Alec Pierce,IND,1,2,26,26,26,1,0,0,0,11/25
Noah Gray,KC,3,4,25,8.3,17,1,0,0,0,11/25
Konata Mumpfield,LAR,2,2,25,12.5,14,2,0,0,0,11/25
Kyle Pitts Sr.,ATL,2,5,25,12.5,23,1,0,0,0,11/25
Cooper Kupp,SEA,2,4,24,12,12,2,0,0,0,11/25
Charlie Woerner,ATL,3,3,24,8,18,1,0,0,0,11/25
Derrick Henry,BAL,2,2,24,12,19,1,0,0,0,11/25
Chase Brown,CIN,2,4,23,11.5,17,0,0,0,0,11/25
Darius Slayton,NYG,1,2,23,23,23,1,0,0,0,11/25
Romeo Doubs,GB,2,3,23,11.5,18,1,0,0,0,11/25
DK Metcalf,PIT,5,8,22,4.4,8,2,0,0,0,11/25
Gabe Davis,BUF,1,2,22,22,22,1,0,0,0,11/25
Darnell Washington,PIT,2,2,22,11,13,1,0,0,0,11/25
Mason Tipton,NO,3,4,22,7.3,9,1,0,0,0,11/25
Xavier Legette,CAR,3,5,22,7.3,14,2,0,0,0,11/25
Joshua Palmer,BUF,2,4,21,10.5,11,1,0,0,0,11/25
Cade Otton,TB,4,7,21,5.3,13,1,0,0,0,11/25
Jonnu Smith,PIT,3,3,21,7,8,0,0,0,0,11/25
Ben Skowronek,PIT,1,1,21,21,21,1,0,0,0,11/25
Tony Pollard,TEN,4,5,21,5.3,10,0,0,0,0,11/25
Tyjae Spears,TEN,4,5,21,5.3,12,1,0,0,0,11/25
Tez Johnson,TB,3,4,21,7,14,2,1,0,0,11/25
Mason Taylor,NYJ,3,5,21,7,9,0,0,0,0,11/25
Stefon Diggs,NE,2,3,20,10,14,1,0,0,0,11/25
Dallas Goedert,PHI,2,2,20,10,13,1,0,0,0,11/25
Bam Knight,ARI,4,5,20,5,10,1,0,0,0,11/25
Pat Freiermuth,PIT,3,3,19,6.3,14,2,1,0,0,11/25
David Montgomery,DET,3,3,19,6.3,9,0,0,0,0,11/25
T.J. Hockenson,MIN,4,4,19,4.8,5,0,0,0,0,11/25
Kyle Williams,NE,1,1,18,18,18,1,0,0,0,11/25
Emanuel Wilson,GB,2,2,18,9,11,1,0,0,0,11/25
AJ Barner,SEA,2,4,18,9,13,1,0,0,0,11/25
Raheem Mostert,LV,3,3,18,6,18,2,0,0,0,11/25
Dylan Drummond,ATL,3,3,18,6,9,0,0,0,0,11/25
Dawson Knox,BUF,3,4,17,5.7,9,1,0,0,0,11/25
Jordan Whittington,LAR,3,3,17,5.7,13,1,0,0,0,11/25
Aaron Jones Sr.,MIN,3,4,16,5.3,6,1,0,0,0,11/25
David Sills V,ATL,2,3,16,8,9,1,1,0,0,11/25
Kayshon Boutte,NE,2,2,15,7.5,9,1,0,0,0,11/25
TreVeyon Henderson,NE,3,4,15,5,7,0,0,0,0,11/25
D'Andre Swift,CHI,1,1,14,14,14,0,0,1,1,11/25
Javonte Williams,DAL,2,3,14,7,11,1,0,0,0,11/25
Michael Mayer,LV,1,1,14,14,14,0,0,0,0,11/25
Dont'e Thornton Jr.,LV,1,2,14,14,14,1,0,0,0,11/25
Dante Pettis,NO,1,1,14,14,14,0,0,0,0,11/25
James Cook III,BUF,3,3,13,4.3,6,0,0,0,0,11/25
DeAndre Hopkins,BAL,2,3,13,6.5,9,1,0,0,0,11/25
Sterling Shepard,TB,3,5,12,4,7,0,0,0,0,11/25
Johnny Mundt,JAX,1,2,12,12,12,1,0,0,0,11/25
John FitzPatrick,GB,1,1,11,11,11,1,0,0,0,11/25
Van Jefferson,TEN,1,1,11,11,11,1,0,0,0,11/25
Jimmy Horn Jr.,CAR,1,1,11,11,11,1,0,0,0,11/25
Josh Downs,IND,2,6,10,5,6,0,0,0,0,11/25
Hollywood Brown,KC,1,1,10,10,10,1,0,0,0,11/25
Andrew Beck,NYJ,1,1,10,10,10,1,0,0,0,11/25
Isaiah Likely,BAL,1,3,10,10,10,0,0,0,0,11/25
Tanner Hudson,CIN,1,1,9,9,9,0,0,0,0,11/25
Noah Fant,CIN,1,1,9,9,9,0,0,0,0,11/25
Mo Alie-Cox,IND,1,1,9,9,9,0,0,0,0,11/25
Clyde Edwards-Helaire,KC,2,2,9,4.5,7,0,0,0,0,11/25
Chris Godwin Jr.,TB,2,4,9,4.5,5,1,0,0,0,11/25
Xavier Weaver,ARI,1,3,9,9,9,0,0,0,0,11/25
Allen Lazard,NYJ,1,3,9,9,9,1,0,0,0,11/25
Mark Andrews,BAL,1,3,9,9,9,1,0,0,0,11/25
Keaton Mitchell,BAL,1,1,9,9,9,0,0,0,0,11/25
Drew Ogletree,IND,2,2,8,4,4,1,1,0,0,11/25
Dalton Schultz,HOU,1,4,8,8,8,0,0,0,0,11/25
Grant Calcaterra,PHI,1,1,8,8,8,0,0,0,0,11/25
Jonathan Taylor,IND,2,3,8,4,7,0,0,0,0,11/25
JuJu Smith-Schuster,KC,1,2,8,8,8,1,0,0,0,11/25
Malachi Corley,CLE,1,1,8,8,8,0,0,0,0,11/25
Demarcus Robinson,SF,1,1,8,8,8,0,0,0,0,11/25
Hunter Luepke,DAL,1,1,7,7,7,0,0,0,0,11/25
Darius Cooper,PHI,2,2,7,3.5,4,0,0,0,0,11/25
Luke Musgrave,GB,1,2,7,7,7,0,0,0,0,11/25
Jack Stoll,NO,1,1,7,7,7,0,0,0,0,11/25
Olamide Zaccheaus,CHI,1,1,6,6,6,0,0,0,0,11/25
Josiah Deguara,ARI,1,1,6,6,6,0,0,0,0,11/25
Ricky Pearsall,SF,2,4,6,3,6,1,0,0,0,11/25
Ja'Tavion Sanders,CAR,1,1,6,6,6,0,0,0,0,11/25
Chris Brooks,GB,1,1,5,5,5,0,0,0,0,11/25
Tyler Allgeier,ATL,1,1,5,5,5,0,0,0,0,11/25
Rhamondre Stevenson,NE,1,2,5,5,5,0,0,0,0,11/25
Elijah Arroyo,SEA,1,1,5,5,5,0,0,0,0,11/25
Cedric Tillman,CLE,1,3,5,5,5,0,0,0,0,11/25
Brevyn Spann-Ford,DAL,1,1,4,4,4,1,1,0,0,11/25
Jaylin Noel,HOU,1,2,4,4,4,0,0,0,0,11/25
Durham Smythe,CHI,1,1,4,4,4,0,0,0,0,11/25
Josh Oliver,MIN,1,1,4,4,4,0,0,0,0,11/25
Rachaad White,TB,1,1,4,4,4,0,0,0,0,11/25
Sean Tucker,TB,1,2,4,4,4,0,0,0,0,11/25
Alvin Kamara,NO,2,2,4,2,2,0,0,0,0,11/25
Brian Robinson Jr.,SF,1,2,4,4,4,0,0,0,0,11/25
Xavier Gipson,PHI,1,1,3,3,3,0,0,1,1,11/25
Luke Farrell,SF,1,1,3,3,3,0,0,0,0,11/25
Cole Kmet,CHI,1,1,3,3,3,0,0,0,0,11/25
Reggie Gilliam,BUF,1,1,2,2,2,0,0,0,0,11/25
Kyren Williams,LAR,1,1,2,2,2,0,0,0,0,11/25
Josh Whyle,GB,1,1,1,1,1,0,0,0,0,11/25
Jalen Nailor,MIN,0,1,0,-,-,0,0,0,0,11/25
Austin Trammell,JAX,0,1,0,-,-,0,0,0,0,11/25
Tylan Wallace,BAL,0,1,0,-,-,0,0,0,0,11/25
Cade Stover,HOU,0,2,0,-,-,0,0,0,0,11/25
Roman Wilson,PIT,0,3,0,-,-,0,0,0,0,11/25
Drew Sample,CIN,1,1,0,0,0,0,0,0,0,11/25
Charlie Jones,CIN,0,1,0,-,-,0,0,0,0,11/25
Michael Wilson,ARI,15,18,185,12.3,34,9,0,0,0,11/16
George Pickens,DAL,9,11,144,16,37,8,1,0,0,11/16
Tetairoa McMillan,CAR,8,12,130,16.3,39,7,2,0,0,11/16
Drake London,ATL,7,9,119,17,41,5,0,0,0,11/16
Trey McBride,ARI,10,11,115,11.5,28,5,1,0,0,11/16
Jahmyr Gibbs,DET,5,8,107,21.4,42,5,0,0,0,11/16
Jaxon Smith-Njigba,SEA,9,12,105,11.7,28,7,0,0,0,11/16
Stefon Diggs,NE,9,11,105,11.7,22,6,0,0,0,11/16
Nico Collins,HOU,9,10,92,10.2,18,7,1,0,0,11/16
Travis Kelce,KC,9,13,91,10.1,21,5,1,0,0,11/16
Tyrell Shavers,BUF,4,5,90,22.5,43,3,1,0,0,11/16
Jameson Williams,DET,4,7,88,22,40,3,1,0,0,11/16
Troy Franklin,DEN,4,8,84,21,35,2,0,0,0,11/16
Xavier Legette,CAR,4,8,83,20.8,36,3,1,0,0,11/16
Pat Bryant,DEN,5,6,82,16.4,48,4,0,0,0,11/16
Kenneth Gainwell,PIT,7,8,81,11.6,28,6,2,0,0,11/16
Zay Flowers,BAL,3,5,78,26,45,3,0,0,0,11/16
Puka Nacua,LAR,7,8,75,10.7,19,3,0,1,1,11/16
Deebo Samuel,WAS,7,8,74,10.6,28,2,1,0,0,11/16
Brock Bowers,LV,7,12,72,10.3,18,3,0,0,0,11/16
AJ Barner,SEA,10,11,70,7,13,4,0,1,0,11/16
George Kittle,SF,6,6,67,11.2,30,5,2,0,0,11/16
Darnell Washington,PIT,4,5,67,16.8,31,2,0,0,0,11/16
Greg Dortch,ARI,6,6,66,11,17,3,1,0,0,11/16
James Cook III,BUF,3,3,66,22,25,3,1,0,0,11/16
CeeDee Lamb,DAL,5,7,66,13.2,23,4,1,0,0,11/16
Mack Hollins,NE,4,5,64,16,20,4,0,0,0,11/16
Jakobi Meyers,JAX,5,6,64,12.8,21,4,0,0,0,11/16
Tee Higgins,CIN,3,8,63,21,28,3,1,0,0,11/16
Ty Johnson,BUF,2,2,61,30.5,52,1,1,1,0,11/16
Tyquan Thornton,KC,1,2,61,61,61,1,0,0,0,11/16
Justin Jefferson,MIN,5,9,61,12.2,27,3,0,0,0,11/16
Courtland Sutton,DEN,4,8,59,14.8,21,4,0,0,0,11/16
Isaiah Hodgins,NYG,5,6,57,11.4,20,4,0,0,0,11/16
Chig Okonkwo,TEN,3,3,56,18.7,39,2,0,0,0,11/16
Rico Dowdle,CAR,5,7,55,11,28,2,0,0,0,11/16
Jayden Higgins,HOU,4,7,55,13.8,23,3,0,0,0,11/16
Tommy Tremble,CAR,1,2,54,54,54,1,0,0,0,11/16
Sterling Shepard,TB,4,5,54,13.5,24,3,0,0,0,11/16
Jauan Jennings,SF,4,6,54,13.5,25,3,0,0,0,11/16
Romeo Doubs,GB,4,8,53,13.3,22,3,0,0,0,11/16
Keenan Allen,LAC,4,6,53,13.3,30,2,0,0,0,11/16
Jalen Coker,CAR,4,4,52,13,21,3,0,0,0,11/16
Cedric Tillman,CLE,3,4,52,17.3,26,2,0,0,0,11/16
Jaylen Waddle,MIA,3,7,52,17.3,31,2,0,0,0,11/16
Dalton Schultz,HOU,6,9,51,8.5,13,1,0,0,0,11/16
Tyrone Tracy Jr.,NYG,4,4,51,12.8,20,2,0,0,0,11/16
A.J. Brown,PHI,7,11,49,7,12,2,0,0,0,11/16
DK Metcalf,PIT,5,8,49,9.8,17,3,0,0,0,11/16
Tre Tucker,LV,4,8,47,11.8,26,3,1,0,0,11/16
Christian Watson,GB,4,5,46,11.5,17,4,2,0,0,11/16
Hunter Henry,NE,4,6,45,11.3,23,2,0,0,0,11/16
John Metchie III,NYJ,3,3,45,15,22,3,1,0,0,11/16
De'Von Achane,MIA,5,5,45,9,22,1,0,0,0,11/16
Cole Kmet,CHI,5,5,45,9,14,1,0,0,0,11/16
Kenneth Walker III,SEA,3,3,44,14.7,23,2,0,0,0,11/16
Jahan Dotson,PHI,2,2,43,21.5,34,2,0,0,0,11/16
Amon-Ra St. Brown,DET,2,12,42,21,34,1,0,0,0,11/16
Xavier Hutchinson,HOU,3,5,42,14,22,2,0,0,0,11/16
Malik Washington,MIA,3,3,42,14,18,3,0,0,0,11/16
Zach Ertz,WAS,4,8,42,10.5,15,2,0,0,0,11/16
Rome Odunze,CHI,2,6,41,20.5,24,1,0,0,0,11/16
Oronde Gadsden,LAC,2,5,41,20.5,28,2,0,0,0,11/16
Hollywood Brown,KC,4,4,40,10,18,1,0,0,0,11/16
Gabe Davis,BUF,3,4,40,13.3,22,3,0,0,0,11/16
Emeka Egbuka,TB,5,9,40,8,10,1,0,0,0,11/16
Colston Loveland,CHI,3,4,40,13.3,24,1,0,0,0,11/16
Christian McCaffrey,SF,5,6,40,8,15,3,1,0,0,11/16
Bijan Robinson,ATL,4,5,39,9.8,11,3,0,0,0,11/16
T.J. Hockenson,MIN,3,6,39,13,21,2,0,0,0,11/16
Rashee Rice,KC,6,9,38,6.3,11,2,0,0,0,11/16
Noah Fant,CIN,5,6,36,7.2,15,1,0,1,1,11/16
Hunter Luepke,DAL,3,3,36,12,15,2,0,0,0,11/16
DeMario Douglas,NE,3,3,36,12,26,2,0,0,0,11/16
Wan'Dale Robinson,NYG,4,9,36,9,20,1,0,0,0,11/16
Theo Johnson,NYG,3,4,36,12,14,2,0,0,0,11/16
Darnell Mooney,ATL,3,7,34,11.3,20,2,0,1,0,11/16
Sean Tucker,TB,2,2,34,17,28,1,1,0,0,11/16
Evan Engram,DEN,4,5,33,8.3,9,0,0,0,0,11/16
Savion Williams,GB,1,1,33,33,33,1,0,0,0,11/16
Tyler Lockett,LV,3,3,33,11,15,2,0,0,0,11/16
Mark Andrews,BAL,3,5,32,10.7,11,3,0,0,0,11/16
TreVeyon Henderson,NE,5,5,31,6.2,10,2,1,0,0,11/16
Tyjae Spears,TEN,5,5,31,6.2,15,1,0,0,0,11/16
Mason Taylor,NYJ,4,4,30,7.5,11,0,0,0,0,11/16
Ja'Marr Chase,CIN,3,10,30,10,16,2,0,0,0,11/16
Gunnar Helm,TEN,4,5,29,7.3,11,2,0,0,0,11/16
Mitchell Evans,CAR,2,2,28,14,25,1,0,0,0,11/16
Cade Otton,TB,2,5,28,14,19,1,0,0,0,11/16
Chris Moore,WAS,2,5,28,14,19,1,0,0,0,11/16
Chase Brown,CIN,6,8,28,4.7,17,1,0,0,0,11/16
Rashid Shaheed,SEA,2,5,27,13.5,21,1,0,0,0,11/16
Luther Burden III,CHI,3,5,27,9,16,2,0,0,0,11/16
Ashton Jeanty,LV,6,8,27,4.5,8,1,0,0,0,11/16
Harold Fannin Jr.,CLE,2,5,26,13,25,1,0,0,0,11/16
Kyle Juszczyk,SF,2,2,26,13,21,1,0,0,0,11/16
Xavier Worthy,KC,3,5,25,8.3,11,2,0,0,0,11/16
Jacoby Jones,WAS,1,1,25,25,25,1,0,0,0,11/16
Johnny Mundt,JAX,2,3,25,12.5,16,1,0,0,0,11/16
Matthew Golden,GB,1,3,24,24,24,1,0,0,0,11/16
Dallas Goedert,PHI,2,5,24,12,17,1,0,0,0,11/16
Cooper Kupp,SEA,3,7,23,7.7,9,0,0,0,0,11/16
Jeremy Ruckert,NYJ,4,5,23,5.8,10,1,0,0,0,11/16
Dawson Knox,BUF,1,3,23,23,23,1,0,0,0,11/16
Keaton Mitchell,BAL,2,3,23,11.5,17,1,0,0,0,11/16
Tyler Higbee,LAR,1,2,23,23,23,1,0,0,0,11/16
Michael Carter,ARI,5,7,22,4.4,7,1,0,0,0,11/16
Ja'Tavion Sanders,CAR,4,4,22,5.5,10,1,0,0,0,11/16
Van Jefferson,TEN,3,7,22,7.3,11,1,1,0,0,11/16
Tanner Hudson,CIN,3,3,22,7.3,9,0,0,0,0,11/16
Jerry Jeudy,CLE,3,7,21,7,10,1,0,0,0,11/16
Bam Knight,ARI,4,4,21,5.3,12,0,0,0,0,11/16
Tim Patrick,JAX,3,4,20,6.7,10,2,1,0,0,11/16
RJ Harvey,DEN,3,3,20,6.7,11,1,0,0,0,11/16
Jordan Addison,MIN,2,7,20,10,15,2,1,0,0,11/16
Andrei Iosivas,CIN,3,4,20,6.7,11,2,0,0,0,11/16
Parker Washington,JAX,2,2,20,10,11,2,0,0,0,11/16
Ian Thomas,LV,1,1,20,20,20,1,0,0,0,11/16
Curtis Samuel,BUF,2,3,19,9.5,14,1,0,0,0,11/16
Derrick Henry,BAL,2,2,19,9.5,12,1,0,0,0,11/16
Pat Freiermuth,PIT,1,1,19,19,19,1,0,0,0,11/16
Jack Bech,LV,1,1,19,19,19,1,0,0,0,11/16
Greg Dulcich,MIA,2,4,18,9,14,1,0,0,0,11/16
DJ Moore,CHI,1,3,18,18,18,1,0,0,0,11/16
Jalin Hyatt,NYG,2,4,18,9,14,1,0,0,0,11/16
Brycen Tremayne,CAR,2,2,17,8.5,11,1,0,0,0,11/16
Joshua Palmer,BUF,2,5,17,8.5,13,1,0,0,0,11/16
Roman Wilson,PIT,1,2,17,17,17,1,0,0,0,11/16
Jeremy McNichols,WAS,2,2,16,8,10,1,0,0,0,11/16
Jalen Nailor,MIN,1,1,16,16,16,1,0,0,0,11/16
Jake Ferguson,DAL,4,5,16,4,7,1,1,0,0,11/16
Rasheen Ali,BAL,1,1,15,15,15,1,0,0,0,11/16
Isaiah Likely,BAL,2,3,15,7.5,10,0,0,0,0,11/16
Xavier Weaver,ARI,2,3,15,7.5,9,0,0,0,0,11/16
Adam Prentice,DEN,1,2,14,14,14,0,0,0,0,11/16
Chimere Dike,TEN,2,3,14,7,9,1,0,1,0,11/16
Kyle Pitts Sr.,ATL,2,3,14,7,7,0,0,0,0,11/16
Mason Kinsey,TEN,1,3,14,14,14,1,0,0,0,11/16
Colby Parkinson,LAR,2,2,14,7,8,1,1,0,0,11/16
Julian Hill,MIA,1,1,14,14,14,1,0,0,0,11/16
Kyle Monangai,CHI,1,1,14,14,14,0,0,0,0,11/16
Calvin Ridley,TEN,1,1,13,13,13,1,0,0,0,11/16
Jaylin Lane,WAS,1,1,13,13,13,1,0,0,0,11/16
Demarcus Robinson,SF,1,2,13,13,13,1,0,0,0,11/16
Ladd McConkey,LAC,3,4,13,4.3,7,0,0,0,0,11/16
Austin Trammell,JAX,1,1,13,13,13,1,0,0,0,11/16
Michael Mayer,LV,3,4,13,4.3,8,0,0,0,0,11/16
Jaylin Noel,HOU,1,1,12,12,12,0,0,0,0,11/16
Emari Demercado,ARI,2,3,12,6,9,0,0,0,0,11/16
Tre' Harris,LAC,1,1,12,12,12,0,0,0,0,11/16
DeAndre Hopkins,BAL,1,4,11,11,11,0,0,0,0,11/16
Aaron Jones Sr.,MIN,3,6,11,3.7,7,1,0,1,0,11/16
Elijah Higgins,ARI,2,3,11,5.5,6,0,0,1,1,11/16
David Sills V,ATL,1,2,11,11,11,1,0,0,0,11/16
Rachaad White,TB,2,3,11,5.5,7,0,0,0,0,11/16
Elic Ayomanor,TEN,2,6,11,5.5,6,0,0,0,0,11/16
Quintin Morris,JAX,1,3,11,11,11,1,0,0,0,11/16
Adonai Mitchell,NYJ,1,6,10,10,10,1,0,0,0,11/16
Zach Charbonnet,SEA,2,2,10,5,6,1,0,0,0,11/16
David Montgomery,DET,1,1,10,10,10,1,0,0,0,11/16
Malachi Corley,CLE,2,2,9,4.5,7,0,0,0,0,11/16
